country_name,eci_rank1998,eci1998,gini1998,eci_rank1999,eci1999,gini1999,eci_rank2000,eci2000,gini2000,eci_rank2001,eci2001,gini2001,eci_rank2002,eci2002,gini2002,eci_rank2003,eci2003,gini2003,eci_rank2004,eci2004,gini2004,eci_rank2005,eci2005,gini2005,eci_rank2006,eci2006,gini2006,eci_rank2007,eci2007,gini2007,eci_rank2008,eci2008,gini2008,eci_rank2009,eci2009,gini2009,eci_rank2010,eci2010,gini2010,eci_rank2011,eci2011,gini2011,eci_rank2012,eci2012,gini2012,eci_rank2013,eci2013,gini2013,eci_rank2014,eci2014,gini2014,eci_rank2015,eci2015,gini2015,eci_rank2016,eci2016,gini2016,eci_rank2017,eci2017,gini2017,eci_rank2018,eci2018,gini2018,eci_rank2019,eci2019,gini2019,eci_rank2020,eci2020,gini2020,incpp1998,incpp1999,incpp2000,incpp2001,incpp2002,incpp2003,incpp2004,incpp2005,incpp2006,incpp2007,incpp2008,incpp2009,incpp2010,incpp2011,incpp2012,incpp2013,incpp2014,incpp2015,incpp2016,incpp2017,incpp2018,incpp2019,incpp2020
Czechia,14,1.0756162,0,12,1.1371381,0,13,1.1852891,0,15,1.2582074,0,12,1.3195244,26.6,13,1.3552542,0,14,1.3595045,27.5,13,1.4266033,26.9,13,1.4096813,26.700001,12,1.4061458,26,13,1.4029146,26.299999,12,1.4370929,26.200001,12,1.5230851,26.6,8,1.6376116,26.4,9,1.6173378,26.1,8,1.6468208,26.5,8,1.6549941,25.9,8,1.6023061,25.9,7,1.5814123,25.4,10,1.5721393,24.9,8,1.591076,25,8,1.6195128,25.299999,9,1.5995337,26.200001,14978.07009,15396.31178,16238.61224,17624.43722,18252.57277,19539.05728,20932.1974,22095.38785,23922.15715,26285.70112,27974.48713,27761.79617,27880.54257,29001.36804,29254.73127,30818.10816,32502.47535,33899.28657,36097.70526,38824.88792,41143.82705,44212.7465,42827.06001
Denmark,11,1.1343218,0,13,1.1341838,0,14,1.1360853,23.799999,16,1.1905886,0,17,1.1088428,0,17,1.1291945,25.6,17,1.1198254,24.9,19,1.0683061,25.200001,20,1.0860596,25.9,20,1.0608422,26.200001,20,1.0478264,25.200001,20,1.0714369,26.700001,20,1.085737,27.200001,21,1.1086059,27.299999,24,1.078652,27.799999,22,1.1156392,28.5,22,1.068162,28.4,24,1.0375133,28.200001,25,1.0356647,28.200001,25,1.0599207,28.700001,27,1.0219895,28.200001,27,1.0155535,27.700001,26,0.97889912,27.5,25814.65817,26653.8239,28663.65188,29442.96229,30640.34562,30821.94318,32938.88288,34150.15946,37331.98008,39011.13939,41278.32683,40331.82423,43000.85664,44403.38484,44803.96824,46726.85414,47901.44736,49045.33919,51976.00571,55356.68078,57482.9624,59910.66484,60832.15829
Dominican Republic,79,-1.2170922,0,71,-0.94488299,0,72,-0.77364773,51.5,72,-0.61348522,50,68,-0.56401932,49.700001,67,-0.56548113,52.099998,70,-0.45219105,52.099998,69,-0.42393577,50,69,-0.30971175,52,67,-0.078669928,48.900002,63,-0.024270725,48.099998,65,-0.083153501,48.900002,66,-0.19665508,47.299999,69,-0.1207571,47.700001,67,-0.1225085,46.099998,69,-0.17199071,47.700001,68,-0.11228475,44.299999,68,-0.14877811,45.200001,66,-0.094065085,45.700001,68,-0.16725726,42.200001,66,-0.13608806,43.700001,62,-0.084215902,41.900002,66,-0.18619511,39.599998,6006.414554,6353.716895,6697.521257,6913.0444,7231.224986,7172.966415,7451.835235,8298.495129,9219.267067,10042.90912,10430.09301,10458.85359,11317.47253,11760.64189,11781.88687,12348.42534,13321.76707,14564.94695,15911.15439,16524.53384,17904.45029,18941.71678,17707.68789
Ecuador,71,-1.0537192,0,75,-1.0570506,58.599998,80,-1.0073106,56.400002,82,-0.94632369,0,83,-0.87716508,0,87,-0.99678493,53.5,91,-0.96369267,53.900002,92,-1.0280821,53.099998,92,-0.92174888,52.299999,95,-0.74606824,53.400002,97,-0.75808102,49.799999,99,-0.81900007,48.5,100,-0.87462211,48.799999,92,-0.66450852,45.900002,90,-0.5746538,46.099998,95,-0.55529302,46.900002,101,-0.75966531,45,102,-0.75995862,46,100,-0.799142,45,99,-0.77391934,44.700001,100,-0.76883626,45.400002,98,-0.82273608,45.700001,102,-0.92133355,47.299999,6070.300144,5763.768975,5857.496022,6123.75719,6362.496502,6549.196227,7151.696928,7633.4708,8075.332999,8330.833977,8877.780987,8835.386646,9104.364063,9861.503581,10304.889,11142.67836,11708.653,11071.29472,11068.85685,11679.43023,11887.49225,11873.28931,10937.10677
"Egypt, Arab Rep.",68,-0.92381549,0,68,-0.74676025,32.799999,68,-0.60143173,0,71,-0.59049803,0,75,-0.63195652,0,66,-0.53791761,0,67,-0.42316258,31.799999,70,-0.44733578,0,74,-0.39688379,0,74,-0.23934373,0,69,-0.11528976,31.1,66,-0.13263887,0,68,-0.2316099,30.200001,71,-0.22180507,0,71,-0.27161065,28.299999,68,-0.15187214,0,67,-0.067699954,0,66,-0.10597456,31.799999,64,-0.051807567,0,65,-0.099348113,31.5,64,-0.11647153,0,63,-0.10660055,31.9,65,-0.18414254,0,4974.88294,5238.501654,5581.587598,5788.831763,5895.005333,6075.145136,6362.904448,6721.253083,7260.118037,7830.489351,8385.944896,8663.002472,9033.344405,9178.853589,10506.9681,10623.73789,10306.91589,10890.24179,10593.7478,10995.00567,11636.49884,12280.60639,12661.1812
El Salvador,58,-0.40906057,54.5,59,-0.33771938,52.200001,59,-0.21150829,51.5,58,-0.23266877,51.400002,57,-0.21483183,51.900002,57,-0.25618133,50.5,59,-0.24531606,47.799999,62,-0.31016198,48.5,62,-0.21865155,45.700001,66,-0.066843055,45.200001,59,0.068042085,46.900002,60,0.057634886,45.799999,61,0.005857409,43.5,63,0.011286899,42.299999,62,-0.019814819,41.799999,62,0.056049235,43.400002,59,0.15263957,41.599998,55,0.16409895,40.599998,51,0.22259338,40,47,0.28579831,38,51,0.17578498,38.599998,52,0.16269131,38.799999,56,0.082776077,0,4166.602621,4288.42187,4409.2674,4525.771821,4650.60102,4804.175569,4969.753359,5262.382202,5663.816375,5915.484123,6133.068229,6020.707281,6198.251029,6542.94498,6622.574629,6966.572241,7332.904449,7712.372705,8174.474125,8617.921708,9024.051422,9405.70362,8760.296904
Ethiopia,,,0,,,30,,,0,,,0,,,0,,,0,,,29.799999,,,0,,,0,,,0,,,0,,,0,,,33.200001,105,-0.93181664,0,103,-0.90155774,0,104,-0.81958747,0,105,-0.81632453,0,104,-0.78152198,35,96,-0.73170495,0,105,-0.90442657,0,96,-0.71873194,0,102,-0.88898134,0,93,-0.77888292,0,437.3384699,452.4844762,476.5284642,512.5207813,513.1203167,497.2756238,563.5085621,631.6731706,701.6004987,780.532557,856.6597788,912.1083594,1010.022027,1114.045972,1191.440622,1261.1133,1488.625755,1630.877462,1848.661116,1987.968754,2117.159362,2274.185566,2379.447888
Finland,6,1.7402679,0,6,1.671196,0,6,1.667789,27.200001,5,1.8177938,0,5,1.7873098,0,5,1.7855846,27.700001,5,1.8412007,27.9,5,1.7748017,27.6,5,1.6925604,28,6,1.5614589,28.299999,8,1.4939448,27.799999,8,1.5557761,27.5,10,1.5635229,27.700001,12,1.5417295,27.6,13,1.4959042,27.1,12,1.4909306,27.200001,12,1.5138316,26.799999,13,1.4811919,27.1,15,1.3162594,27.1,13,1.40194,27.4,13,1.395942,27.299999,13,1.4500157,27.700001,13,1.426885,27.1,23577.49295,24767.28067,26789.87867,27801.0248,28605.12232,29052.96517,31201.92731,32051.794,34452.89974,37843.11705,40083.69727,37972.65126,38954.48226,40916.83858,40873.09533,41493.14165,41757.40219,42497.70498,44934.44821,47570.13358,49579.331,51811.55737,52305.28931
France,9,1.4813192,31.700001,9,1.4907788,32.5,9,1.4923016,32.599998,9,1.4933355,32.5,9,1.4505894,31.799999,10,1.4199208,31.4,12,1.4564762,30.6,11,1.4329244,29.799999,14,1.3819361,29.700001,14,1.301882,32.400002,14,1.3283006,33,14,1.3435476,32.700001,14,1.3911388,33.700001,14,1.4308622,33.299999,14,1.3989223,33.099998,14,1.4041404,32.5,15,1.3661457,32.299999,16,1.3381186,32.700001,16,1.3098246,31.9,16,1.3386024,31.6,16,1.3125689,32.400002,16,1.2883084,31.200001,14,1.3270217,30.700001,23357.45829,24304.40453,26091.84974,27490.86726,28518.82522,28168.6181,29055.35275,30494.21411,32462.96007,34122.70727,35092.69431,34676.36399,35899.40194,37439.23314,37677.72679,39521.69698,40144.02683,40849.99738,42924.61363,44577.06457,46537.47404,50500.96076,48134.95979
Gabon,66,-0.78922641,0,70,-0.79859501,0,83,-1.1791849,0,91,-1.2451731,0,102,-1.8959709,0,98,-1.5653573,0,88,-0.92443138,0,93,-1.052902,42.200001,105,-1.4359479,0,110,-1.4494992,0,114,-1.3647978,0,109,-1.205281,0,117,-1.5901073,0,118,-1.294944,0,120,-1.3923229,0,121,-1.3699529,0,129,-1.7200825,0,126,-1.5981346,0,123,-1.5749074,0,113,-1.1214082,38,116,-1.1902558,0,116,-1.2033815,0,110,-1.0670217,0,15160.58334,13651.86927,13352.07722,13585.23563,13402.50278,13602.07364,13679.33757,14076.1963,13688.58221,14448.89441,13792.03,13448.29955,14084.53803,14863.46234,14628.61588,14437.75973,14721.90115,14113.82767,13749.83255,14478.13031,14597.14731,15092.0306,14682.06377
Georgia,,,41.299999,,,40.099998,,,40.5,,,39.599998,,,37.200001,,,36.700001,,,36.200001,,,37.400002,60,-0.21083643,36.900002,62,-0.045717999,38.099998,66,-0.079784214,38.5,63,-0.044933889,38.200001,69,-0.2373119,39.5,70,-0.20475629,39.599998,68,-0.17361803,39,67,-0.086316653,38.599998,70,-0.13275564,37.599998,70,-0.16658244,36.5,69,-0.23086955,36.599998,73,-0.33226842,37.900002,67,-0.16477002,36.400002,66,-0.12883925,35.900002,69,-0.30195844,34.5,2742.305824,2920.209842,3100.988403,3375.179089,3647.998924,4159.376204,4546.583845,5171.57736,5866.588877,6818.50985,7139.012454,6984.247646,7564.892257,8360.297207,9826.052753,10611.77412,11575.54721,12089.16941,12858.4834,13589.70739,14596.06929,15624.97002,14748.63211
Germany,2,1.9587106,28.1,2,1.9328946,29,2,1.9147506,28.799999,2,1.9990351,29.9,3,2.017719,29.9,2,2.0039155,29.9,2,2.0349197,30.200001,2,2.0127046,31.6,2,1.9616077,31,2,1.8126414,31.1,2,1.7772592,30.9,2,1.8094605,30.5,3,1.8478581,30.299999,4,1.9059458,30.700001,4,1.9193798,31.1,4,1.8731608,31.5,4,1.8723991,30.9,4,1.9371619,31.4,4,1.8999,31.4,4,1.9641619,31.9,4,1.9346552,31.799999,5,1.9373082,31.700001,5,1.9423461,0,25345.66624,26291.21108,27204.29337,28373.97419,29178.63747,29909.67518,31334.01534,31794.09601,34158.12837,36292.07671,37802.38743,36816.20718,38950.71088,42541.53109,43359.61483,44993.89275,47011.55109,47609.781,50579.68393,53071.45557,55195.84054,57397.52388,56482.47563
Ghana,,,40.099998,82,-1.2351742,0,85,-1.2392107,0,89,-1.2018849,0,94,-1.300063,0,93,-1.2847748,0,98,-1.2862906,0,99,-1.2862536,42.799999,99,-1.1204302,0,102,-0.9566884,0,96,-0.70790827,0,98,-0.80426067,0,99,-0.84652179,0,94,-0.72815102,0,99,-0.81317967,42.400002,99,-0.7160607,0,112,-0.94534808,0,103,-0.76625186,0,101,-0.80779493,43.5,103,-0.88276106,0,115,-1.1875917,0,118,-1.2418071,0,117,-1.2298219,0,2163.409733,2235.238566,2311.547835,2393.651127,2471.482223,2580.312748,2724.268096,2897.367514,3095.145404,3231.662607,3503.709454,3604.432313,3839.885758,4362.592882,4877.582214,5118.242139,5376.308829,5021.788687,4811.572816,4929.567954,5248.46349,5572.669189,5558.356264
Greece,46,-0.073338807,0,44,0.05886969,0,46,0.095876969,34.200001,48,0.1123156,0,42,0.19589919,0,43,0.17404091,32.799999,41,0.22516495,33.599998,45,0.21305294,34.599998,49,0.16354802,35.099998,48,0.25718936,34,49,0.26101607,33.599998,50,0.27899453,33.599998,52,0.23358658,34.099998,53,0.19284466,34.799999,56,0.12023403,36.299999,57,0.21043622,36.099998,55,0.23313591,35.799999,51,0.26629055,36,52,0.22033668,35,54,0.17115171,34.400002,53,0.15059093,32.900002,55,0.12676854,33.099998,55,0.099681094,33.599998,18034.21348,18464.73208,19519.95681,20958.79401,22615.93561,23897.82661,25460.59937,25577.52411,28547.29656,29323.97973,30856.01184,30359.45115,27911.69743,25671.51609,24911.11963,25986.65032,26625.06181,26760.3633,27511.80102,28604.86094,29617.54834,31155.90712,28416.5239
Guatemala,57,-0.39535624,0,60,-0.34840372,0,61,-0.24131478,54.200001,61,-0.31021011,0,60,-0.34703115,0,61,-0.35781136,0,64,-0.37991354,0,71,-0.45610353,0,70,-0.32022837,54.599998,69,-0.17050695,0,67,-0.087669991,0,67,-0.161017,0,71,-0.25926071,0,72,-0.2664631,0,72,-0.309066,0,70,-0.17458087,0,69,-0.11990082,48.299999,71,-0.16927734,0,65,-0.065338105,0,67,-0.14554664,0,70,-0.20235071,0,69,-0.25587451,0,70,-0.30600294,0,4474.145231,4601.413727,4758.248081,4860.75067,5009.586478,5126.233469,5314.815602,5544.676707,5900.851227,6318.320288,6524.609737,6474.796935,6618.916031,6910.876502,7204.732938,7446.588009,7758.49317,8194.440681,8221.746427,8322.21681,8672.717782,9040.834113,8859.01174
Guinea,,,0,,,0,,,0,,,0,,,43,,,0,,,0,,,0,,,0,115,-1.8175766,39.400002,116,-1.7652795,0,119,-1.834744,0,118,-1.5984268,0,124,-1.6388056,0,127,-1.8069903,33.700001,126,-1.5674399,0,126,-1.415494,0,125,-1.5568384,0,124,-1.6050838,0,125,-1.5298413,0,125,-1.6739631,29.6,127,-1.5965441,0,127,-1.8061157,0,1142.61071,1176.05102,1208.833679,1264.789472,1330.042083,1342.784671,1381.368728,1438.63838,1470.030477,1576.122036,1632.940052,1585.791515,1641.250106,1726.182307,1772.704931,1784.690499,1775.501628,1789.018453,2045.094368,2383.578867,2531.140575,2653.082556,2749.983505
Honduras,78,-1.1897287,57.400002,77,-1.0854418,55.400002,76,-0.89524394,0,79,-0.85742831,55.400002,84,-0.89773494,55.700001,85,-0.96059734,58.099998,86,-0.87473553,58.099998,88,-0.87539321,59.5,85,-0.65496528,57.5,82,-0.44425276,55.799999,86,-0.42608717,55.5,81,-0.41151908,51.299999,78,-0.41951934,53.099998,81,-0.45774385,52.599998,80,-0.46299106,53.400002,88,-0.47517982,50,81,-0.32683086,49.900002,81,-0.38270384,49.200001,75,-0.34178898,49.799999,78,-0.40011624,49.400002,81,-0.44819435,48.900002,78,-0.39512825,48.200001,81,-0.51819676,0,2442.302457,2394.421072,2556.419304,2614.067537,2683.047286,2788.131725,2966.63093,3167.059951,3398.067692,3622.036167,3763.50326,3617.158904,3719.19615,3863.651341,3963.015777,4067.289315,4368.555682,4729.153322,5043.871489,5447.698792,5694.958543,5851.742458,5309.790178
"Hong Kong SAR, China",53,-0.31600752,0,53,-0.14492306,0,43,0.13942529,0,38,0.24249439,0,35,0.37222156,0,34,0.39401814,0,35,0.43891221,0,35,0.48517758,0,31,0.60710984,0,32,0.65647316,0,28,0.78857422,0,28,0.8479237,0,25,0.93033946,0,23,1.0916163,0,23,1.10605,0,26,0.96072376,0,25,1.0065138,0,27,0.99473757,0,27,0.97249579,0,27,1.0447654,0,23,1.0918174,0,22,1.1666031,0,19,1.2116438,0,25114.40621,25858.56119,28221.06194,28805.62754,29607.82332,31176.4065,34528.14236,38075.1671,41741.36012,45250.20755,46818.47458,45861.01853,49190.5961,52277.46644,52234.59232,53691.83748,54781.64716,56408.93627,57225.09,59842.213,62523.13559,62119.40193,59022.83555
Hungary,30,0.56457037,0,28,0.63364518,0,25,0.69171906,0,23,0.86208153,0,21,0.99115515,0,22,0.97261792,0,19,1.040725,29.9,20,1.0554518,34.700001,17,1.1652474,28.299999,16,1.2475928,27.9,16,1.2793888,27.5,16,1.2820108,27,17,1.2936707,29.4,16,1.3445742,29.200001,16,1.3725255,30.799999,15,1.3710086,31.5,14,1.3930279,30.9,14,1.4040684,30.4,13,1.367556,30.299999,15,1.3509425,30.6,14,1.3660585,29.6,14,1.3607928,30,15,1.320593,29.700001,10398.34357,10873.24786,11855.46471,13210.45771,14526.38826,15479.02673,16268.93885,17108.34058,18382.55855,19096.70547,20721.50241,20722.88699,21741.54584,23029.44718,23267.44839,24547.98053,25691.52726,26798.85417,27941.92686,29496.16368,31908.86345,34645.56538,34169.92228
India,44,-0.022361452,0,45,0.04313508,0,45,0.13763145,0,41,0.22297657,0,38,0.27992475,0,39,0.3054764,0,40,0.25210357,34.400002,42,0.24202158,0,43,0.27710739,0,47,0.3211084,0,46,0.39144328,0,49,0.32894796,35.400002,46,0.32679087,0,49,0.26339877,35.700001,46,0.32014364,0,49,0.31515807,0,47,0.37230393,0,45,0.39021915,34.700001,43,0.41916379,34.799999,43,0.42004904,35.900002,44,0.4248766,34.599998,43,0.43156096,35,43,0.4745301,34.799999,1847.256696,2001.634107,2087.224776,2197.109404,2275.441506,2459.953916,2680.898081,2936.560443,3221.697778,3510.388774,3636.060371,3892.530031,4215.580828,4467.466655,4827.945973,5016.928746,5187.255759,5412.336239,5778.269614,6112.06665,6590.882301,6897.770038,6517.761388
Indonesia,65,-0.7305581,32.200001,65,-0.63900971,32.099998,64,-0.48071745,29.5,62,-0.3624931,30,59,-0.27555901,32.799999,58,-0.2948218,33,60,-0.27365512,33.900002,61,-0.28971392,34.099998,66,-0.25411546,35.299999,64,-0.05818598,36.700001,61,0.008536853,36.099998,61,0.041083429,36,64,-0.076908424,37.200001,65,-0.068096146,40.5,63,-0.021372033,40.5,65,-0.021046076,40.799999,65,0.02067158,40.200001,63,0.009587742,40.400002,62,0.044557102,39.299999,62,-0.034657691,38.799999,61,-0.014067639,38.400002,61,0.012933868,37.599998,61,-0.06528265,37.599998,4396.787351,4427.113458,4681.91945,4892.352515,5121.33454,5399.32871,5749.521451,6188.855532,6643.880722,7161.810728,7638.009575,7941.166333,8430.615417,9022.72138,9645.149197,10009.0107,10233.98527,10219.17641,10482.699,10941.92095,11671.43233,12360.69174,12160.71676
"Iran, Islamic Rep.",62,-0.52757013,44.099998,63,-0.51133335,0,69,-0.66739666,0,78,-0.80721009,0,80,-0.80621785,0,76,-0.71518713,0,82,-0.77334756,0,82,-0.74041617,43.599998,83,-0.62997949,44.799999,91,-0.70244443,0,102,-0.93775684,0,108,-1.0921838,42.099998,106,-1.0109895,0,95,-0.78443003,0,95,-0.73801881,0,90,-0.50619113,37.400002,84,-0.39587748,38.799999,74,-0.23437457,39.5,77,-0.37126783,40,76,-0.38463709,40.799999,76,-0.36315271,42,79,-0.40092018,40.900002,79,-0.42734778,0,10027.88868,10209.83708,10871.13341,11188.9895,12162.41857,13349.50528,14073.07565,14738.15224,15707.85852,17196.28961,17330.67303,17379.40321,18348.51528,18981.2308,16757.19207,15939.68053,15704.91642,13828.43857,14661.83944,15163.29231,14980.63479,14681.68732,15240.77291
Iraq,67,-0.87580508,0,87,-1.4372224,0,91,-1.6409304,0,92,-1.251996,0,99,-1.5392985,0,80,-0.82421422,0,95,-1.167065,0,90,-0.95489126,0,103,-1.4005344,28.6,119,-2.2085488,0,122,-2.3986783,0,122,-2.1818185,0,124,-2.2878101,0,127,-2.0225782,0,122,-1.520925,29.5,127,-1.6165155,0,132,-1.862444,0,131,-2.1145332,0,128,-2.6983399,0,123,-1.5136919,0,128,-1.9172443,0,119,-1.2758319,0,120,-1.3312675,0,7896.674287,9112.657586,10538.5354,10622.1277,9590.305474,6008.405549,9194.798483,9359.558954,10120.16251,10680.06189,11555.74417,11597.83401,12098.90311,12825.63742,14279.26515,14517.48261,13005.7538,9198.737829,8920.041235,9976.854942,10235.33636,10736.12226,9343.734411
Ireland,10,1.1632305,0,10,1.2592297,0,10,1.2625024,33,12,1.3048716,0,11,1.3307707,32.299999,9,1.4375097,32.900002,9,1.5312276,33.599998,14,1.3103604,33.799999,16,1.2455994,32.700001,17,1.1945525,31.9,17,1.2244247,30.9,17,1.2183194,32.700001,15,1.379266,32.299999,17,1.3258162,32.900002,15,1.3929697,33.200001,16,1.3570337,33.5,17,1.2527305,31.9,18,1.2334536,31.799999,17,1.2578738,32.799999,18,1.2582531,31.4,17,1.2183974,30.6,18,1.2200465,30.799999,18,1.2794954,29.200001,25093.0949,27041.34742,30211.48222,32573.5306,35222.02872,36284.92798,38733.58417,40466.23435,44229.52458,46779.39635,44169.09434,41471.4941,43208.24453,45085.39009,46388.57961,47842.99409,51137.97697,69074.96762,71537.58187,77968.62985,84708.25092,89716.1637,93942.60575
Israel,20,0.822532,0,21,0.85842568,0,19,0.96138048,0,20,0.99635178,38.900002,18,1.0445163,39.599998,18,1.014413,40.700001,22,0.98377395,41.5,21,1.0530059,42.299999,21,1.0201372,41.599998,21,1.0373213,41.099998,21,1.0337313,41.599998,21,1.028424,42.599998,21,1.0768074,42.5,24,1.0815173,41.400002,19,1.1902145,41.599998,19,1.1811295,40.200001,19,1.1762971,39.799999,19,1.2122905,39.700001,18,1.2022218,39,17,1.3056502,38.200001,19,1.209946,38.599998,17,1.2625889,0,16,1.3050288,0,22828.27867,23319.96677,25688.08234,25740.79456,26044.74349,24648.27091,26056.3453,25625.03904,26336.42822,28175.20726,27994.90107,27903.11705,29298.96195,31161.72418,32322.69352,34740.40169,34740.31091,35864.273,38208.35624,39448.13915,40231.90526,40937.00956,40219.26852
Italy,12,1.1096061,36.700001,14,1.1313022,0,11,1.1937436,35.299999,14,1.2839684,0,13,1.3184795,0,15,1.2679858,34.900002,15,1.2851713,34.299999,15,1.2855982,33.799999,15,1.3309674,33.700001,15,1.2710493,32.900002,15,1.2984987,33.799999,15,1.2858609,33.799999,16,1.3460385,34.700001,15,1.3721067,35.099998,17,1.3276577,35.200001,17,1.3476963,34.900002,16,1.3390087,34.700001,15,1.3774375,35.400002,14,1.3439512,35.200001,14,1.3597401,35.900002,15,1.3318307,35.200001,15,1.303672,34.599998,17,1.2841091,35.200001,25021.65968,25602.38947,27077.63273,28039.09289,28736.57711,29198.39927,29554.86256,30130.64446,32451.49348,34145.54606,35523.27131,34603.25586,35156.66839,36598.01497,36486.29679,36314.6971,36194.87392,36899.38521,39926.95466,41581.12079,43036.24378,45799.77225,43144.40642
Jamaica,72,-1.0640579,0,72,-0.95121181,44.099998,73,-0.77893686,0,80,-0.8705169,0,77,-0.70818508,48.299999,,,0,,,45.5,83,-0.74435377,0,80,-0.60496455,0,79,-0.42716423,0,74,-0.25537673,0,71,-0.23449379,0,72,-0.26604438,0,67,-0.10912659,0,69,-0.20917588,0,73,-0.213278,0,75,-0.26246637,0,76,-0.26955312,0,,,0,,,0,71,-0.22495255,0,70,-0.25860465,0,73,-0.35261473,0,6187.579073,6292.395288,6451.899649,6652.370572,6857.452873,7214.214656,7469.314226,7735.114232,8165.919733,8470.290267,8530.609009,8178.963348,8122.350005,8396.881317,8431.375117,8703.54096,8823.114362,9095.919824,9533.839562,9984.577117,10405.03397,10678.84167,9724.163469
Japan,1,2.0103753,0,1,2.0077157,0,1,2.0779307,0,1,2.2290168,0,1,2.3058155,0,1,2.2423902,0,1,2.3509455,0,1,2.370934,0,1,2.3380606,0,1,2.1946499,0,1,2.1486034,34.799999,1,2.151334,0,1,2.3479495,32.099998,1,2.3821695,0,1,2.4274762,0,1,2.3063626,32.900002,1,2.2277038,0,1,2.2697797,0,1,2.2501235,0,1,2.3442523,0,1,2.3192024,0,1,2.3710258,0,1,2.3871195,0,25509.8996,25735.97109,27287.27019,27942.34665,28623.58845,29392.24899,30830.65845,32169.86749,33634.63171,35015.98657,35273.79115,33547.28342,35335.37351,36214.43977,37605.97426,39402.0251,39555.41201,40898.80697,40596.96866,41444.21574,42141.9353,42270.96279,41683.91558
Jordan,39,0.1645111,0,46,0.034071259,0,47,0.010057962,0,53,-0.077837624,0,52,-0.076250069,37,54,-0.15369241,0,63,-0.37018618,0,65,-0.34975028,0,65,-0.24111629,33.900002,58,0.025830718,0,60,0.040850669,32.599998,59,0.07672561,0,59,0.018161606,33.700001,59,0.056572177,0,60,0.050176948,0,53,0.24376039,0,58,0.19234057,0,54,0.16443814,0,58,0.10163606,0,57,0.062617607,0,58,0.071033746,0,60,0.016631415,0,63,-0.12901351,0,5610.955786,5756.493028,6008.923974,6333.894482,6659.910168,6915.90387,7520.004934,8171.836442,8510.710973,8874.170313,9464.339703,9785.721106,9912.172408,10133.77152,10308.04395,10320.79788,9457.596728,9237.718184,9056.909866,9629.102997,9814.924305,9939.037003,9698.43367
Kazakhstan,33,0.39480025,0,38,0.19419517,0,57,-0.13646366,0,57,-0.2317469,36,58,-0.24055509,34.799999,60,-0.33903521,33.700001,68,-0.42646566,31.799999,64,-0.3203671,39.799999,67,-0.26164085,30.200001,76,-0.35864207,30.1,90,-0.55962938,28.5,93,-0.65949911,28.200001,98,-0.845487,28,97,-0.81191742,28,88,-0.54346722,28.200001,93,-0.53599036,27.1,91,-0.44239509,27,94,-0.54486316,26.799999,89,-0.53874087,27.200001,91,-0.66081959,27.5,95,-0.71115583,27.799999,90,-0.61558044,0,80,-0.51778036,0,6523.298279,6859.037588,7725.002523,8980.674385,10014.05069,11123.89013,12432.36623,13941.50088,15742.06403,17406.16112,17985.38574,17958.31266,19227.1844,20779.44425,22032.17454,24504.76609,24726.47287,23224.11784,23818.82483,24862.96612,26158.44577,27469.4151,26782.10018
Kenya,55,-0.32898897,0,57,-0.28532267,0,62,-0.26111951,0,60,-0.30215177,0,63,-0.44737667,0,70,-0.59441054,0,72,-0.54561043,0,72,-0.53253412,46.5,71,-0.3325085,0,75,-0.29627842,0,78,-0.27852511,0,74,-0.27919969,0,75,-0.35400784,0,77,-0.42514682,0,78,-0.42176542,0,83,-0.42937857,0,80,-0.31903657,0,78,-0.32901204,40.799999,72,-0.28235969,0,77,-0.39544642,0,78,-0.38416469,0,76,-0.37111425,0,75,-0.3894116,36.200001,1878.673128,1895.228033,1893.76402,1949.66935,1931.39493,1967.994184,2061.41531,2185.602662,2328.560704,2480.651588,2459.727742,2482.750986,2639.634774,2758.24151,2870.680261,3147.949284,3421.245961,3763.763686,4025.841747,4312.908917,4572.149937,4796.354095,4749.276967
"Korea, Dem. People's Rep.",,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27,0.81915915,0,29,0.77027839,0,31,0.77778506,0,29,0.82566029,0,34,0.63203347,0,44,0.377469,0,66,-0.034630403,0,71,-0.13969749,0,69,-0.15106221,0,70,-0.24399187,0,71,-0.27458438,0,72,-0.22856209,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
