country_name,eci_rank1998,eci1998,gini1998,eci_rank1999,eci1999,gini1999,eci_rank2000,eci2000,gini2000,eci_rank2001,eci2001,gini2001,eci_rank2002,eci2002,gini2002,eci_rank2003,eci2003,gini2003,eci_rank2004,eci2004,gini2004,eci_rank2005,eci2005,gini2005,eci_rank2006,eci2006,gini2006,eci_rank2007,eci2007,gini2007,eci_rank2008,eci2008,gini2008,eci_rank2009,eci2009,gini2009,eci_rank2010,eci2010,gini2010,eci_rank2011,eci2011,gini2011,eci_rank2012,eci2012,gini2012,eci_rank2013,eci2013,gini2013,eci_rank2014,eci2014,gini2014,eci_rank2015,eci2015,gini2015,eci_rank2016,eci2016,gini2016,eci_rank2017,eci2017,gini2017,eci_rank2018,eci2018,gini2018,eci_rank2019,eci2019,gini2019,eci_rank2020,eci2020,gini2020,incpp1998,incpp1999,incpp2000,incpp2001,incpp2002,incpp2003,incpp2004,incpp2005,incpp2006,incpp2007,incpp2008,incpp2009,incpp2010,incpp2011,incpp2012,incpp2013,incpp2014,incpp2015,incpp2016,incpp2017,incpp2018,incpp2019,incpp2020
"Korea, Rep.",32,0.46757805,0,32,0.49452573,0,28,0.61252975,0,26,0.80785626,0,22,0.94692802,0,21,0.97636032,0,18,1.1085488,0,16,1.2462299,0,12,1.4397068,31.700001,13,1.3717299,0,10,1.4408853,32.299999,10,1.5069045,0,8,1.5944399,32,10,1.600777,0,6,1.7075801,31.6,6,1.7154845,0,5,1.7711403,31.200001,5,1.8121543,0,5,1.8256994,31.4,6,1.8323998,0,5,1.9068003,0,4,2.049716,0,4,2.1059172,0,14974.65957,16807.12948,18538.83553,19724.42595,21396.83775,22095.87083,23773.82865,25186.86757,26884.26733,29064.91808,29946.07749,29508.38151,31736.62844,32546.75365,33557.12872,34244.31214,35324.49767,37902.4004,39575.45428,40957.41806,43044.29176,43410.3022,44694.7337
Kuwait,63,-0.55792475,0,66,-0.69581878,0,79,-0.9808712,0,69,-0.54801261,0,72,-0.59291655,0,65,-0.50692976,0,61,-0.28469747,0,66,-0.37588981,0,75,-0.41300997,0,88,-0.49984843,0,98,-0.79119015,0,100,-0.89304972,0,70,-0.24785167,0,61,0.033854023,0,66,-0.10877619,0,74,-0.26815131,0,94,-0.51300585,0,65,-0.051551737,0,76,-0.35096967,0,66,-0.11238237,0,73,-0.23682946,0,65,-0.11857744,0,58,-0.029253315,0,59149.12125,57093.332,59312.09372,59045.26976,60092.76112,70043.63501,77375.44305,85033.20517,89139.78191,91484.73035,90355.24368,80128.44922,75193.7119,78780.72849,81564.6333,75486.71538,68766.26849,46346.70359,43678.51632,50007.29954,50119.62476,49321.47237,46382.89974
Kyrgyz Republic,,,0,,,0,,,31,,,30.200001,,,30.299999,,,28.700001,,,34.799999,,,32.599998,,,37.400002,,,33.900002,,,31.5,,,29.9,,,30.1,80,-0.45437801,27.799999,74,-0.36798283,27.4,72,-0.21169643,28.799999,72,-0.17210126,26.799999,72,-0.17043149,29,68,-0.16002248,26.799999,61,-0.029232768,27.299999,63,-0.09673927,27.700001,73,-0.29647571,29.700001,74,-0.36472148,29,1686.936746,1747.092619,1861.621661,1985.930219,1998.107104,2158.041983,2343.15794,2385.338014,2508.128874,2769.433362,3030.752903,3100.556976,3085.990191,3297.366837,3618.149726,4042.893053,4281.824074,4214.829509,4681.174733,5046.691535,5256.555894,5481.38014,4990.928369
Lebanon,,,0,,,0,,,0,,,0,,,0,,,0,46,0.094212443,0,48,0.090512283,0,47,0.20669124,0,43,0.41285092,0,47,0.37122405,0,46,0.36486539,0,49,0.27233577,0,46,0.32585707,31.799999,49,0.25240174,0,44,0.38614064,0,46,0.37433034,0,46,0.38904855,0,44,0.38926458,0,44,0.37736446,0,47,0.28926533,0,46,0.29478407,0,45,0.26193285,0,7865.381474,7801.31174,7952.956237,8312.480848,8618.182587,8954.791525,9659.287463,10079.38341,10379.65849,11435.26843,12508.68577,13698.93403,14835.37258,15125.82295,15840.89578,15584.62399,14985.5237,15379.59978,16588.08663,17808.07689,18368.79812,17913.88484,14563.77053
Libya,77,-1.1654321,0,80,-1.1678585,0,92,-1.6970413,0,88,-1.1560422,0,88,-1.0379063,0,88,-1.083692,0,90,-0.96252227,0,81,-0.7276836,0,90,-0.81292176,0,101,-0.94584525,0,110,-1.1828642,0,111,-1.2460215,0,113,-1.2812709,0,117,-1.2598913,0,121,-1.4320092,0,131,-1.8439914,0,131,-1.8476964,0,122,-1.3579366,0,121,-1.4729238,0,118,-1.2674599,0,123,-1.5248127,0,123,-1.4235165,0,116,-1.2188808,0,0,20391.95156,21215.23016,20821.52394,20441.85823,22974.88456,24016.25062,26995.69396,28965.95709,30960.40712,30839.5002,29056.50614,30257.01128,16091.43599,29393.27694,24136.07055,20809.59303,22163.1408,21871.7681,24212.91093,26352.83312,23491.20006,16495.99022
Lithuania,40,0.15316252,0,41,0.11488634,0,42,0.153194,0,49,0.097448781,0,49,0.060700435,0,47,0.07421954,0,47,0.084790491,37,44,0.23204413,35.299999,41,0.32494795,34.400002,41,0.51365584,34.799999,37,0.5618121,35.700001,36,0.53765494,37.200001,37,0.46518415,33.599998,36,0.58323801,32.5,33,0.66600549,35.099998,34,0.73677099,35.299999,33,0.76454061,37.700001,32,0.76841044,37.400002,30,0.77307642,38.400002,30,0.78561342,37.299999,30,0.85554248,35.700001,30,0.84157652,35.299999,30,0.885867,36,7762.915705,7820.701013,8447.021187,9437.514839,10480.6961,12068.24169,13030.51777,14510.59678,16481.41278,19096.7123,20721.0132,18117.65662,20096.64685,22884.92623,24703.68582,26721.57967,28184.47233,28834.42768,30925.17085,33761.87124,36376.52788,39957.60697,40176.46004
Madagascar,,,0,,,38.599998,,,0,,,47.400002,,,0,,,0,,,0,,,39.900002,,,0,,,0,,,0,,,0,,,42.400002,,,0,,,42.599998,103,-0.81239039,0,103,-0.77681929,0,101,-0.71894097,0,104,-0.86719066,0,107,-0.947142,0,107,-0.96148914,0,108,-1.0768782,0,114,-1.1789397,0,1179.832198,1214.463598,1258.486875,1323.539672,1143.025798,1242.643909,1304.338315,1368.618453,1444.122595,1522.628123,1608.48065,1509.961524,1494.130237,1506.468,1489.631498,1494.685371,1515.5983,1508.442706,1568.389357,1548.156425,1594.761492,1652.713347,1516.654232
Malawi,,,0,,,0,,,0,,,0,,,0,,,0,,,39.900002,,,0,,,0,,,0,,,0,,,0,,,45.5,,,0,,,0,113,-1.0548629,0,,,0,,,0,,,44.700001,,,0,,,0,,,38.5,,,0,946.2841092,967.0532704,981.6990038,931.5262556,938.8032371,986.5483575,1040.117478,1077.896281,1131.218037,1237.735946,1319.334201,1397.176711,1468.095208,1528.11656,1486.909319,1594.533998,1552.274681,1457.139406,1475.119612,1454.777492,1513.967035,1582.070725,1573.039483
Malaysia,51,-0.21364896,0,48,-0.052831445,0,41,0.17132127,0,34,0.35029402,0,34,0.40140253,0,35,0.37643448,46.400002,32,0.54282302,0,32,0.55268389,0,29,0.68127477,44.799999,29,0.71062946,0,31,0.75014758,45.5,24,0.89600062,0,24,0.97660226,0,20,1.1380098,43.900002,22,1.1162605,0,24,1.0532116,41.299999,26,1.0030161,0,28,0.95730281,41.099998,22,1.0857362,0,21,1.1371163,0,24,1.0692892,41.200001,23,1.1310036,0,23,1.095335,0,11447.56877,12013.97315,13038.53479,13061.26049,13632.53502,14351.41497,15367.4434,16314.30914,17364.50238,18549.02712,19408.67053,18860.48072,20146.96162,21308.21578,22527.00105,22959.20176,24012.82509,24164.95968,24864.03924,25935.13952,27480.95492,28848.10085,27277.86229
Mali,,,0,,,0,,,0,,,39.900002,,,0,,,0,,,0,,,0,,,38.900002,,,0,106,-1.0261739,0,,,33,,,0,115,-1.2179292,0,111,-1.1251799,0,119,-1.3215256,0,123,-1.3250905,0,129,-1.8186411,0,116,-1.304828,0,110,-1.0219239,0,112,-1.0907183,36,115,-1.2010046,0,115,-1.2156615,0,1066.189184,1111.812476,1103.743264,1263.397245,1282.120839,1381.625913,1394.539676,1482.437505,1547.418173,1591.33496,1644.359014,1678.881691,1732.130848,1766.843104,1706.679102,1753.879778,1847.910072,1957.003495,2103.008648,2153.845638,2238.118108,2313.159094,2242.791702
Mauritania,,,0,,,0,,,39,,,0,,,0,,,0,,,40.200001,,,0,,,0,112,-1.6488148,0,119,-1.8767422,35.700001,117,-1.76598,0,120,-1.7769247,0,116,-1.2316486,0,123,-1.5299717,0,123,-1.4480076,0,130,-1.7205397,32.599998,128,-1.6987376,0,122,-1.4840049,0,121,-1.4772147,0,122,-1.4271812,0,122,-1.386448,0,126,-1.6121966,0,3032.380124,3102.776474,2964.592889,2934.392595,2957.18038,3155.55428,3320.771149,3637.09047,4337.520445,4266.91766,4227.345309,4144.174364,4181.977577,4314.773195,4344.632168,4570.492347,4393.08554,4306.676799,4829.604325,5259.065063,5496.247467,5739.147192,5612.553809
Mexico,38,0.2157357,51.700001,35,0.37725142,0,32,0.47512704,52.599998,30,0.55969483,0,29,0.64154345,50.099998,30,0.6394074,0,28,0.7403416,50,27,0.76915991,50.099998,27,0.80794269,48.900002,26,0.85026217,0,23,0.91106075,49.900002,25,0.89415246,0,26,0.87302351,47.200001,26,1.0569263,0,26,1.0099379,48.700001,25,1.0286174,0,24,1.0498471,48.700001,22,1.0763549,0,26,1.0206465,47.700001,24,1.066007,0,26,1.0480161,46.700001,29,0.98934758,0,29,0.9568736,45.400002,10315.05849,10573.55897,11205.78595,11237.2898,11272.58085,11561.3868,12157.19144,12725.19759,13899.91986,14411.74519,15078.68781,14732.94074,15466.57032,16743.85518,17388.03521,17601.49018,18299.95519,18561.72076,19612.14849,20032.40861,20448.92162,20224.29089,18522.00217
Moldova,,,39.5,,,42.599998,,,36.400002,,,38,,,35.799999,,,34.900002,,,35,,,36.299999,,,35.400002,55,0.093087241,34.400002,56,0.15340154,34.700001,57,0.15255594,32.900002,57,0.075285561,32.099998,62,0.019544007,30.6,64,-0.057182744,29.200001,63,0.03629107,28.5,64,0.0439425,26.799999,64,-0.014980524,27,67,-0.13545011,26.299999,69,-0.20558983,25.9,65,-0.12917534,25.700001,68,-0.22210944,26,67,-0.24968641,0,2964.397329,2909.481652,3044.295217,3310.161637,3632.370266,3959.661396,4377.654503,4865.37378,5270.871478,5588.652679,6151.813552,5827.12212,6322.158231,6832.941564,7277.256326,8283.882207,8724.06965,9312.734586,10487.63855,11464.01815,12434.64847,13318.80593,12512.60037
Mongolia,,,30.299999,,,0,,,0,,,0,,,32.900002,,,0,,,0,,,0,,,0,100,-0.92641622,35.799999,101,-0.92866212,0,102,-0.92266512,0,104,-0.93859959,33.099998,113,-1.1610601,33.900002,110,-1.1096313,33.799999,111,-1.0345136,0,117,-1.1586112,32,118,-1.2917304,0,115,-1.270272,32.299999,120,-1.3467394,0,118,-1.2607604,32.700001,110,-1.1399177,0,121,-1.3658606,0,3434.314617,3555.144439,3643.610538,3802.166584,4008.493374,4335.971196,4883.732579,5357.262066,5944.022326,6667.241007,7320.552883,7184.470916,7631.145921,8998.687722,10346.01488,10685.71693,11198.3214,10769.25436,10832.48254,11431.49802,12342.03802,12986.37747,12320.27933
Morocco,76,-1.1155123,39.400002,74,-1.0414534,0,77,-0.91607153,40.599998,83,-1.0044317,0,86,-0.9489879,0,83,-0.88527977,0,83,-0.84254593,0,87,-0.8402133,0,82,-0.62782067,40.700001,89,-0.50113088,0,84,-0.4043656,0,82,-0.42270491,0,83,-0.49383637,0,82,-0.46567169,0,86,-0.50494874,0,91,-0.51277077,39.5,92,-0.44247034,0,86,-0.43723947,0,84,-0.47273543,0,86,-0.54184359,0,87,-0.52001774,0,84,-0.53459466,0,87,-0.58099037,0,3717.62793,3780.349854,3912.095703,4251.728027,4420.754883,4726.597656,5010.852051,5261.407715,5768.400391,6047.793457,6429.329102,6625.4375,6847.389648,7275.17041,7280.837891,7483.098145,7149.036133,7669.945313,7693.057129,7921.619141,8266.143555,8566.116211,7968.674316
Mozambique,,,0,,,0,,,0,,,0,,,47,,,0,89,-0.93989605,0,95,-1.0813394,0,98,-1.083082,0,105,-1.1184002,0,105,-1.0246917,45.599998,107,-1.0331697,0,110,-1.1810403,0,114,-1.2149152,0,115,-1.3195767,0,110,-1.0234935,0,111,-0.93421054,54,109,-0.87168789,0,110,-0.97581774,0,114,-1.180006,0,119,-1.2618068,0,114,-1.1957875,50.5,112,-1.1162709,0,426.6281913,471.6941829,476.2459162,532.2888017,575.8237473,611.4916224,660.1475357,707.5342894,779.8218903,840.7264304,895.7680755,933.218042,978.0725336,1041.454052,1051.382911,1098.261811,1149.878037,1300.828948,1370.244908,1287.234867,1323.979672,1339.688854,1302.513708
Myanmar,,,0,,,0,,,0,96,-1.4119303,0,95,-1.3641958,0,95,-1.4503583,0,100,-1.3710016,0,103,-1.4463395,0,102,-1.3716023,0,106,-1.2122147,0,108,-1.1588167,0,110,-1.2210023,0,114,-1.3612218,0,120,-1.3930684,0,114,-1.3089399,0,114,-1.0946242,0,114,-1.0064648,0,114,-1.1110399,38.099998,112,-1.0976899,0,109,-0.9953956,30.700001,105,-0.92253768,0,101,-0.88194424,0,103,-0.95941168,0,684.5910064,744.3107209,846.3641425,963.2530137,1081.810815,1234.626176,1428.782719,1659.971139,1924.228498,2206.869227,2483.725489,2743.731166,3033.085185,3301.955191,3631.575333,3872.500709,4104.83876,4200.876849,4120.737169,4312.947389,4665.816837,5034.362972,5224.199055
Namibia,,,0,,,0,,,0,,,0,61,-0.38898945,0,59,-0.31707913,63.299999,71,-0.4674412,0,73,-0.5811156,0,76,-0.47748572,0,85,-0.46688747,0,87,-0.48596397,0,83,-0.44507125,61,90,-0.58157897,0,90,-0.58070594,0,79,-0.42194033,0,79,-0.3835012,0,82,-0.35534838,0,83,-0.40746003,59.099998,94,-0.64174217,0,95,-0.71635914,0,88,-0.52633584,0,85,-0.53663832,0,84,-0.57408339,0,4842.293128,4955.170571,5126.589643,5197.381746,5437.066064,5698.276136,6487.933446,6778.632149,7392.815403,7901.464217,8156.669375,8116.32379,8579.840767,9061.271374,9458.791173,9863.584458,10609.20988,10783.27452,10582.81823,10335.26743,10512.97531,10434.09591,9548.232948
Netherlands,13,1.090772,0,15,1.0521709,28.1,17,1.0039158,0,18,1.068823,0,19,1.0156316,0,19,1.0117795,0,21,1.0013131,29.799999,22,0.95957416,29,22,0.96152091,30,22,0.99546534,29.6,22,1.0015955,29.299999,22,0.97020376,27.9,22,1.0254107,27.799999,25,1.060511,27.799999,25,1.0690655,27.6,23,1.070797,28.1,23,1.0601567,28.6,23,1.0660037,28.200001,23,1.0501885,28.200001,23,1.0836467,28.5,28,1.0164355,28.1,26,1.0203804,29.200001,28,0.96421927,26,27709.61439,29268.5361,31876.9544,33186.52627,34447.20532,34151.35354,35809.9829,37625.56171,41011.15264,43944.71378,46420.20168,44557.39386,45041.58371,46599.02103,47272.10302,49241.51784,49233.2154,50288.59139,52288.41508,55088.6338,57826.6285,60208.42217,59822.95427
New Zealand,27,0.61698252,0,30,0.52572626,0,31,0.4830988,0,32,0.50844455,0,33,0.44720703,0,32,0.4347187,0,34,0.46500775,0,36,0.4554652,0,38,0.45898363,0,45,0.40043914,0,48,0.36807981,0,47,0.33948225,0,50,0.27109525,0,48,0.27519485,0,48,0.26566654,0,47,0.33132774,0,48,0.36923262,0,49,0.29063758,0,50,0.23821864,0,51,0.21574511,0,49,0.26384157,0,49,0.2302413,0,50,0.16095889,0,19319.09049,20579.36592,21501.99843,22526.42478,23306.27954,23990.07928,25103.31711,25677.41908,27732.75555,29332.49916,29827.14255,30679.0352,31224.74899,32701.3786,32988.60976,36242.62123,37293.35679,37479.68298,39933.57444,42204.74574,42507.42881,45852.42302,45554.93294
Nicaragua,,,54.400002,,,0,,,0,,,52.900002,,,0,,,0,,,0,,,48.799999,91,-0.86280692,0,92,-0.7145893,0,91,-0.65727383,0,92,-0.65833759,43.900002,95,-0.81356919,0,103,-0.92276865,0,100,-0.84524208,0,102,-0.80680132,0,98,-0.65655059,46.200001,99,-0.71137458,0,97,-0.74305344,0,100,-0.80273724,0,99,-0.75564581,0,96,-0.73254669,0,96,-0.84087825,0,2451.609655,2621.39013,2750.781425,2857.252496,2886.835154,2981.697476,3186.572767,3384.227933,3584.173159,3814.355692,3964.338081,3802.917864,3959.969226,4234.827082,4392.628883,4567.401275,4889.214186,5230.543274,5618.051771,5915.375443,5772.179023,5627.033873,5523.544581
Niger,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,44.400002,,,0,,,37.299999,,,0,,,0,,,0,,,31.5,,,0,117,-1.2359792,0,115,-1.1377975,34.299999,117,-1.2430757,0,,,0,112,-1.119543,0,111,-1.080543,37.299999,111,-1.1490835,0,119,-1.3235357,0,792.6160101,775.1322482,756.755653,801.8455647,825.2389504,830.1828814,825.7364864,881.8535418,928.7961781,948.6949447,1004.08365,992.9138483,1051.090318,1057.839871,1148.395343,1118.349114,1134.741716,1138.113651,1146.010418,1155.973559,1221.952421,1269.079286,1282.577817
Nigeria,89,-1.9685628,0,91,-1.9702443,0,95,-2.1290588,0,102,-1.9946545,0,100,-1.6236171,0,100,-1.6571685,40.099998,107,-2.0988436,0,109,-2.1891878,0,112,-2.2489727,0,118,-2.0796487,0,121,-1.9589971,0,121,-2.0310709,0,123,-1.9137874,35.700001,126,-1.9123704,0,126,-1.7858715,35.5,129,-1.6713645,0,128,-1.6529934,0,123,-1.4685994,35.900002,113,-1.1958476,0,126,-1.5397614,0,126,-1.7280177,35.099998,125,-1.5346986,0,124,-1.570628,0,2203.581774,2191.258739,2292.841832,2418.266344,2757.452332,2938.271484,3208.585866,3428.652416,3648.90381,3887.736752,4116.828423,4355.769088,4632.131313,4843.604555,4899.529196,5136.645243,5415.86121,5342.035991,5159.580444,5120.005598,5212.138871,5291.66297,5137.598402
North Macedonia,50,-0.14396331,0,,,0,54,-0.07850334,0,,,0,,,0,,,0,57,-0.22790016,0,60,-0.25012413,0,59,-0.16695197,0,65,-0.063628316,0,62,-0.022841297,0,62,-0.002364329,42.799999,63,-0.0401778,40.200001,68,-0.10957594,39.400002,65,-0.079132549,38.099998,61,0.062254176,36.200001,61,0.13643274,35.200001,61,0.10535432,35.599998,59,0.069790617,34.5,59,0.045315515,34.200001,55,0.13611165,33,53,0.14816548,33.5,48,0.19064191,0,5448.324692,5724.447332,6152.640084,6050.867161,6395.226348,6595.776842,7172.06358,7848.882967,8688.95708,9351.977352,10521.89361,11010.61134,11360.93945,11689.93585,11915.65855,12727.32045,13434.84875,13888.30114,15137.93452,15706.4827,16796.38792,18007.18476,17324.85624
Norway,15,0.99751657,0,20,0.88425928,0,24,0.80602527,27.4,24,0.84556001,0,27,0.68624836,0,27,0.73705697,27.6,24,0.84233832,31.6,23,0.90599871,30.6,24,0.82255435,26.4,30,0.68754655,27.1,33,0.67206627,27,34,0.62669998,26.200001,34,0.65077466,25.700001,35,0.59379494,25.299999,34,0.65323502,25.700001,32,0.83625543,26.4,36,0.66025877,26.799999,34,0.61907762,27.5,34,0.70311683,28.5,34,0.69364756,27,37,0.60759276,27.6,38,0.61178607,27.700001,39,0.55189329,0,28199.28267,30573.73422,36988.9288,37829.55904,38056.24043,38684.52461,42671.96489,47966.86401,54366.00639,56175.65609,62072.75399,55620.83798,58226.71392,62460.09082,65774.35207,67377.92623,66332.46144,60737.88681,59280.1992,64589.55592,70253.84637,69916.37683,65130.17219
Oman,75,-1.1078477,0,73,-1.0285959,0,78,-0.97512281,0,74,-0.63738912,0,71,-0.58714682,0,79,-0.78085339,0,80,-0.7305721,0,85,-0.76160049,0,86,-0.68321925,0,86,-0.47520825,0,89,-0.51863086,0,91,-0.61849535,0,88,-0.5428651,0,79,-0.45284194,0,83,-0.48501045,0,82,-0.4136211,0,87,-0.42864591,0,79,-0.349453,0,79,-0.39911723,0,74,-0.33902207,0,79,-0.39115685,0,77,-0.38197985,0,77,-0.41034362,0,36711.95949,36821.77077,39581.10022,41745.80645,41423.69968,40641.55946,41633.93375,43198.02195,46090.09979,48588.55876,52665.02527,55272.62223,53255.60642,50267.64686,50308.46282,47520.07375,44573.97419,36449.08849,33800.29205,34218.38813,35034.58586,35248.2074,34952.16348
Pakistan,83,-1.4250253,33.099998,83,-1.2433109,0,82,-1.0425409,0,84,-1.0266881,28.700001,87,-0.97982979,0,84,-0.91088295,0,87,-0.89625269,30.9,86,-0.81757969,31.299999,84,-0.64762318,0,81,-0.44394878,29.700001,73,-0.25040436,0,75,-0.28501225,0,76,-0.36578014,28.799999,88,-0.55494076,29.700001,92,-0.60534722,0,92,-0.53153759,29.5,93,-0.48866436,0,91,-0.49794275,31.299999,83,-0.47107258,0,84,-0.49337313,0,86,-0.51591736,29.6,88,-0.56155658,0,82,-0.536093,0,2576.555869,2632.174972,2721.480548,2793.965213,2836.617371,2993.446497,3232.708978,3475.586614,3715.387499,3915.452683,3970.971281,4018.992583,4040.590849,4149.384358,4189.268563,4302.063747,4474.062166,4652.609874,4733.546102,4891.719774,5236.364249,5376.284117,5284.664584
Panama,59,-0.43188193,57.5,58,-0.3074916,56.5,56,-0.12893094,56.599998,55,-0.12887312,56.700001,55,-0.18334574,56.099998,56,-0.22722189,55.700001,54,-0.15653439,54.799999,56,-0.1764054,53.799999,56,-0.048595354,54.599998,53,0.17751838,52.700001,45,0.39548367,52.700001,43,0.46041918,51.799999,38,0.4646664,51.599998,33,0.71646816,51.299999,32,0.75617546,51.700001,35,0.68616396,51.5,34,0.72029698,50.5,36,0.60995734,50.799999,36,0.56465656,50.400002,36,0.64299548,49.900002,40,0.54327196,49.200001,44,0.42085406,49.799999,57,0.074295051,0,8219.35964,8491.168043,8745.173627,8819.342918,8980.525416,9361.077203,10138.78845,10996.59285,12087.4644,13646.45312,15000.63929,15009.32364,15789.82942,17624.98339,19441.13066,21646.1031,23807.68731,26316.92455,28918.98814,31638.15192,33034.75138,34178.9238,28096.61231
Papua New Guinea,,,0,88,-1.6508367,0,90,-1.5402356,0,100,-1.7234275,0,101,-1.6603428,0,99,-1.642855,0,106,-1.7027093,0,107,-1.6178062,0,109,-1.7004849,0,117,-1.9758843,0,118,-1.8583677,0,118,-1.8317521,41.900002,121,-1.8485963,0,125,-1.683364,0,116,-1.3322518,0,118,-1.3198009,0,119,-1.196776,0,127,-1.6615797,0,125,-1.6639166,0,127,-1.7895142,0,127,-1.8263832,0,126,-1.5929151,0,125,-1.5944248,0,2297.030108,2291.227116,2207.154102,2178.908925,2136.57377,2153.3938,2198.396023,2334.890552,2457.951525,2637.961804,2599.123255,2709.805326,2930.769648,2938.249398,3046.783671,3133.190249,3530.499072,3704.96272,3851.264927,3967.016196,3957.928658,4115.37039,3951.24593
Paraguay,,,0,,,54.599998,60,-0.21935593,0,66,-0.477918,54.599998,69,-0.57874721,57.299999,72,-0.59974658,54.900002,73,-0.55911863,52.299999,74,-0.58248764,51.400002,78,-0.56738913,53,83,-0.44838741,53,82,-0.36860064,50.700001,84,-0.45271301,49.099998,87,-0.54282612,51,87,-0.55168062,52.299999,89,-0.55146331,47.599998,86,-0.45464444,47.900002,78,-0.3093622,50.700001,87,-0.45472822,47.599998,80,-0.39949918,47.900002,80,-0.42338374,48.5,77,-0.36353418,46,75,-0.36286852,45.700001,72,-0.34957874,43.5,7191.823537,7046.721298,6905.251941,6884.074506,6890.741252,7238.952804,7644.806732,7963.716614,8514.231358,9126.942685,9809.754936,9747.690257,10833.90104,11384.37218,10861.36023,11992.08303,12411.30209,12436.23468,13024.14989,13604.17472,14181.42515,14186.92718,14063.2737
Peru,64,-0.67286372,55.099998,64,-0.62804633,54.799999,66,-0.57093173,49.099998,75,-0.70004344,51.299999,78,-0.75539786,53.599998,78,-0.77950925,53.099998,84,-0.85235798,49.900002,84,-0.75817955,50.5,87,-0.6916306,50.299999,87,-0.49679816,50,85,-0.41149336,47.5,85,-0.46262437,47,91,-0.61265737,45.5,89,-0.57839179,44.700001,81,-0.48277864,44.400002,87,-0.45612276,43.900002,89,-0.43488535,43.099998,92,-0.50763845,43.400002,92,-0.59494549,43.599998,89,-0.60499513,43.299999,91,-0.62289333,42.400002,92,-0.64904869,41.599998,94,-0.80057073,43.799999,4776.20582,4834.647834,5000.778712,5076.387272,5373.09604,5647.669109,6027.773555,6548.048287,7198.505639,7961.296296,8791.258632,8881.925515,9664.271272,10400.94848,10679.79775,11196.37773,11410.32919,11481.46456,11933.60033,12442.74646,13001.46125,13275.28157,11813.98844
Philippines,69,-0.94252551,0,69,-0.78902596,0,65,-0.49751443,47.700001,64,-0.39233866,0,56,-0.19296986,0,53,-0.14442335,46.599998,53,-0.15567434,0,55,-0.15309745,0,54,-0.020761719,47.200001,50,0.21305837,0,50,0.26055071,0,52,0.22158962,46.299999,47,0.29316002,0,44,0.39935371,0,43,0.42550984,46.5,43,0.43547142,0,41,0.54950291,0,41,0.46530536,44.599998,40,0.47565001,0,35,0.67315763,0,34,0.67984003,42.299999,34,0.69578212,0,34,0.68619555,0,3215.258639,3292.028743,3437.108698,3545.85068,3658.689755,3842.346618,4121.951561,4375.79507,4661.962612,5005.591015,5224.590999,5236.977571,5587.066137,5818.593668,6244.177924,6559.712776,6905.113046,7122.724735,7614.773193,8001.75648,8566.84956,9102.189238,8208.669386
Poland,31,0.53322035,0,29,0.59564763,0,27,0.6193676,0,27,0.69795913,0,26,0.73190689,0,29,0.72198468,0,27,0.75942582,38,26,0.77488983,35.799999,26,0.81300646,34.700001,25,0.85714114,34,24,0.86061317,33.5,26,0.86644417,33.400002,27,0.868146,33.200001,27,0.9403224,33.200001,27,0.9510361,33,27,0.9593271,33.099998,28,0.95212579,32.799999,25,1.0148623,31.799999,24,1.0472252,31.200001,26,1.056976,29.700001,22,1.0950092,30.200001,25,1.0490265,28.799999,25,1.0377411,0,9487.972128,10040.89838,10674.18236,11121.85163,11804.26626,12289.08262,13353.75507,13896.79338,15151.36172,16804.96406,18303.35292,19240.13434,20889.75531,22658.37732,23589.14757,24319.88029,25316.33154,26822.66425,28165.83655,29958.12071,32027.60273,34976.04445,35315.71726
Portugal,45,-0.05304176,0,42,0.093951799,0,38,0.19819011,0,36,0.28933868,0,36,0.34345829,0,36,0.31081977,38.799999,37,0.42443624,38.900002,37,0.42013815,38.5,37,0.47712228,38.099998,37,0.58130836,36.799999,35,0.60059482,36.599998,35,0.57275683,34.900002,35,0.53721601,35.799999,37,0.5732426,36.299999,36,0.56795341,36,36,0.61528629,36.200001,35,0.66348302,35.599998,35,0.61829317,35.5,35,0.64462143,35.200001,37,0.61588901,33.799999,35,0.629996,33.5,36,0.63085085,32.799999,38,0.59175044,34.700001,16687.45083,17718.15157,18880.31493,19528.64083,20356.6473,20852.14703,21477.95324,22725.27749,24681.1381,25736.35002,26665.8373,26459.1641,27260.55351,26769.51189,26438.0163,27936.03966,28742.44038,29660.89607,31607.75424,33044.71674,34928.54353,37299.28777,34955.70549
