country_name,eci_rank1998,eci1998,gini1998,eci_rank1999,eci1999,gini1999,eci_rank2000,eci2000,gini2000,eci_rank2001,eci2001,gini2001,eci_rank2002,eci2002,gini2002,eci_rank2003,eci2003,gini2003,eci_rank2004,eci2004,gini2004,eci_rank2005,eci2005,gini2005,eci_rank2006,eci2006,gini2006,eci_rank2007,eci2007,gini2007,eci_rank2008,eci2008,gini2008,eci_rank2009,eci2009,gini2009,eci_rank2010,eci2010,gini2010,eci_rank2011,eci2011,gini2011,eci_rank2012,eci2012,gini2012,eci_rank2013,eci2013,gini2013,eci_rank2014,eci2014,gini2014,eci_rank2015,eci2015,gini2015,eci_rank2016,eci2016,gini2016,eci_rank2017,eci2017,gini2017,eci_rank2018,eci2018,gini2018,eci_rank2019,eci2019,gini2019,eci_rank2020,eci2020,gini2020,incpp1998,incpp1999,incpp2000,incpp2001,incpp2002,incpp2003,incpp2004,incpp2005,incpp2006,incpp2007,incpp2008,incpp2009,incpp2010,incpp2011,incpp2012,incpp2013,incpp2014,incpp2015,incpp2016,incpp2017,incpp2018,incpp2019,incpp2020
Qatar,86,-1.5249035,0,85,-1.3881152,0,86,-1.2657185,0,86,-1.0764669,0,79,-0.78556538,0,81,-0.85237396,0,62,-0.29743171,0,57,-0.23069991,0,63,-0.23093373,0,70,-0.17052977,0,80,-0.31353039,0,80,-0.39554399,0,93,-0.69709271,0,85,-0.50726056,0,84,-0.49258691,0,81,-0.39693132,0,88,-0.43411481,0,75,-0.26478866,0,74,-0.33747199,0,81,-0.42351586,0,84,-0.50733882,0,67,-0.21901082,0,62,-0.067729495,0,0,0,88707.29419,89675.055,92911.48311,93630.20531,110286.9632,112073.1006,121877.5941,121689.4537,124470.952,125789.1041,143070.2105,157255.3942,163219.492,158675.8127,143332.9077,98787.37849,84998.46792,92177.59594,93660.40729,94693.07726,94005.35835
Romania,41,0.11255614,0,40,0.14078683,0,39,0.18100695,0,44,0.17443143,0,43,0.17042093,0,40,0.23323525,0,43,0.21161801,0,40,0.31294417,0,39,0.43980315,39.599998,33,0.65336633,37.5,30,0.76893067,36.400002,30,0.80261934,35.599998,31,0.80334842,35.5,32,0.77116048,35.900002,35,0.64925855,36.5,33,0.78055716,36.900002,29,0.86990899,36,29,0.93577403,35.900002,29,0.93009979,34.400002,29,0.99249214,36,25,1.0548022,35.799999,24,1.0724748,34.799999,24,1.0865073,34.599998,5544.554779,5596.447063,5848.877956,6519.707196,7162.365778,7560.294984,8990.399097,9602.104759,11554.97089,13701.64334,16782.19301,16632.78266,17355.85141,18802.95232,19809.18751,19677.10766,20632.22127,21624.52338,23904.70386,26943.34774,29568.18681,33066.60951,33336.1811
Russian Federation,19,0.92033964,38.099998,24,0.75689042,37.400002,21,0.863814,37.099998,25,0.81025565,36.900002,25,0.75921941,37.299999,24,0.82003236,40,29,0.71255821,40.299999,29,0.68169224,41.299999,30,0.65055567,41,38,0.55949932,42.299999,42,0.42579988,41.599998,48,0.33116794,39.799999,48,0.27803227,39.5,47,0.28830108,39.700001,47,0.30414733,40.700001,46,0.33986297,40.900002,53,0.24294855,39.900002,57,0.14395231,37.700001,55,0.1517957,36.799999,53,0.19369377,37.200001,52,0.1752506,37.5,51,0.19493549,37.700001,49,0.18725443,36,5465.056152,5914.326172,6825.391602,7361.36377,8037.474609,9254.537109,10226.7666,11822.34668,14912.23438,16648.24219,20163.60938,19389.94141,20490.12695,22798.67383,24303.47266,26073.875,25761.64844,24085.32422,24128.08594,25926.44336,28821.26172,30067.74023,30011.57422
Saudi Arabia,49,-0.14199781,0,62,-0.47911325,0,58,-0.16496706,0,46,0.11724945,0,50,0.034407675,0,49,-0.045708686,0,49,0.015692035,0,46,0.13934101,0,52,0.092932209,0,56,0.057299748,0,65,-0.060869083,0,68,-0.20264743,0,60,0.00905235,0,52,0.21163183,0,57,0.11139495,0,52,0.24659501,0,56,0.21984842,0,44,0.43513274,0,45,0.37288302,0,42,0.51504618,0,42,0.52242768,0,37,0.61517811,0,35,0.61063576,0,38104.05429,36236.23153,38164.99057,37612.28615,36239.67026,40172.81747,43572.48822,46012.76165,46862.72202,47129.53069,49106.00082,46624.80974,47999.00814,53049.873,54696.2153,53883.87883,54356.17015,48173.84451,45602.60398,47551.85952,48861.1878,49018.9099,47278.69302
Senegal,,,0,,,0,,,0,,,41.200001,,,0,,,0,,,0,,,39.200001,,,0,71,-0.18975329,0,77,-0.26323491,0,79,-0.36968642,0,85,-0.51793253,0,83,-0.49168023,40.299999,85,-0.49661624,0,89,-0.48003158,0,85,-0.40427145,0,90,-0.49587357,0,87,-0.50930327,0,85,-0.54175055,0,89,-0.61214042,38.299999,95,-0.71993303,0,95,-0.81507784,0,1845.144716,1943.17985,2016.430921,2100.1589,2083.42887,2188.880041,2293.924038,2405.907614,2472.756369,2543.524756,2618.327075,2636.115311,2684.494063,2702.261062,2774.647024,2780.113684,2872.119811,3017.350576,3126.431885,3259.19258,3449.84793,3575.974691,3574.016928
Serbia,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,40,0.40826905,0,39,0.52351588,0,36,0.56191683,0,41,0.46707177,0,41,0.45321783,0,42,0.42643484,0,41,0.45372477,39.900002,39,0.56091744,39.5,38,0.6030165,40.5,38,0.57765806,40.5,39,0.51696581,38.799999,40,0.5450002,36.200001,36,0.61348993,35,35,0.65599918,34.5,36,0.59881151,35,5997.438917,5528.760033,6019.914888,6483.012114,7224.61832,7646.134655,8487.645206,9181.688301,10207.72293,11237.49744,12632.08198,12534.66564,12798.15536,13746.91302,13933.83062,14629.02764,14659.61688,14928.43681,15858.01082,16611.04793,17717.99113,19404.92844,19557.57637
Sierra Leone,,,0,,,0,,,0,,,0,,,0,,,40.200001,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,34,,,0,,,0,116,-1.1452063,0,,,0,,,0,,,0,,,35.700001,,,0,,,0,649.2918644,641.7794039,683.3500873,617.6212588,749.9219154,804.2633009,850.3681806,891.0598544,937.0499156,1016.499938,1065.10659,1076.47129,1129.798036,1190.098461,1385.227367,1721.257378,1756.728336,1567.982054,1641.301968,1593.515322,1649.036342,1726.069487,1675.212571
Singapore,23,0.7593357,0,18,0.93980068,0,15,1.1127875,0,11,1.3132151,0,14,1.3022423,0,14,1.3178447,0,11,1.4773221,0,10,1.618153,0,10,1.4652395,0,9,1.4482161,0,9,1.4920222,0,6,1.6081285,0,5,1.7699958,0,5,1.807189,0,5,1.9013727,0,5,1.7252386,0,6,1.710016,0,6,1.7953247,0,6,1.7770984,0,5,1.8828748,0,6,1.849368,0,6,1.8546398,0,6,1.9194154,0,37557.02522,39943.71835,43775.87265,43104.28273,45080.26634,48774.72472,54377.34385,58814.91445,64054.27086,68793.70978,67718.4183,66212.31751,75389.76818,80052.3915,82064.96119,83001.7878,84423.19134,86974.74762,89495.01545,95334.14557,100642.7522,102630.9331,100226.3685
Slovak Republic,18,0.95828635,0,17,0.97866011,0,20,0.93194813,0,19,1.0065092,0,20,0.9958657,0,20,0.99833971,0,20,1.0320268,27.1,18,1.0821441,29.299999,18,1.092222,25.799999,18,1.1050675,24.700001,18,1.1239743,26,18,1.1519542,27.200001,18,1.154526,27.299999,19,1.1683819,26.5,21,1.1344802,26.1,20,1.1788898,28.1,20,1.1762391,26.1,21,1.1681356,26.5,21,1.0912374,25.200001,22,1.1086056,23.200001,20,1.1780627,25,20,1.1922104,23.200001,20,1.2032915,0,10623.25771,10714.17713,11378.75918,12388.36608,13312.20331,14181.82527,15226.41935,16639.39412,18912.80029,21225.06335,23725.85776,23080.81038,25401.74588,26258.82863,26994.05775,28019.05884,29029.07823,30054.12184,29737.5708,30142.36745,31369.79883,33453.29276,32922.07476
Slovenia,16,0.97472888,0,16,1.039601,0,16,1.0982828,0,17,1.1891544,0,15,1.2750878,0,12,1.3603953,0,13,1.419058,24.799999,12,1.429952,24.6,11,1.4485687,24.4,11,1.4272447,24.4,11,1.4312522,23.700001,11,1.4413904,24.799999,13,1.5161676,24.9,11,1.5635943,24.9,12,1.5111405,25.6,11,1.5529464,26.200001,10,1.5930876,25.700001,11,1.5386947,25.4,10,1.5173999,24.799999,11,1.5394495,24.200001,10,1.5660366,24.6,11,1.571937,24.4,8,1.6128049,24,16056.41678,17083.25172,18004.68253,18951.82334,20241.52568,21113.45193,22761.05931,23852.64304,25718.7622,27573.64458,29604.29147,27538.01444,27825.47649,28931.38332,29042.82027,29973.69935,30870.02367,31628.24718,33936.04406,36507.55304,38971.82412,42088.73107,40871.82526
South Africa,29,0.58715874,0,33,0.46056736,0,35,0.36893108,57.799999,37,0.24289615,0,39,0.25728187,0,37,0.3096441,0,39,0.25306243,0,41,0.28116864,64.800003,42,0.2936388,0,49,0.23826964,0,51,0.23622036,63,54,0.18464342,0,56,0.14248987,63.400002,55,0.15896951,0,50,0.23325895,0,54,0.24273992,0,54,0.2355344,63,60,0.11862238,0,63,0.040355187,0,63,-0.037902288,0,60,0.003748123,0,59,0.060549527,0,59,-0.036964551,0,7523.430932,7726.200459,8154.200276,8487.529555,8857.792814,9213.44244,9799.580741,10540.13714,11364.20166,12172.91425,12658.03424,12394.93436,12771.91051,13281.50389,13138.02985,13559.84057,13556.03282,13581.75528,13696.16357,13950.45348,14326.65026,14439.69412,13533.77625
South Sudan,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,46.299999,,,0,,,0,,,0,,,0,133,-2.1613379,0,132,-2.3037987,0,127,-2.2434893,44.099998,129,-2.170125,0,129,-2.2125494,0,129,-1.9911922,0,,,0,0,0,0,0,0,0,0,0,0,0,2884.610804,2915.534161,2957.196538,2730.005127,1435.679233,1957.284349,1407.699028,1181.931603,0,0,0,0,0
Spain,21,0.82173276,34.599998,22,0.83323902,33.799999,22,0.86054063,34.099998,21,0.91938239,0,23,0.91149586,0,23,0.87427211,31.799999,23,0.89086068,33.299999,24,0.82842726,32.400002,23,0.8297593,33.5,24,0.87943643,34.099998,27,0.84425849,34.200001,29,0.82667398,34.900002,30,0.80661809,35.200001,30,0.83692914,35.700001,31,0.79943407,35.400002,31,0.85173196,36.200001,30,0.8556186,36.099998,30,0.82231665,36.200001,31,0.75842988,35.799999,31,0.75039291,34.700001,33,0.74076247,34.700001,33,0.74952245,34.299999,33,0.69695574,34.900002,19097.06341,19954.29022,21588.42375,22953.57157,24371.59885,25047.39727,26143.76871,27606.93405,30718.21884,32473.65389,33263.2724,32092.72206,31681.10055,31867.97324,31720.27382,32444.46119,33540.35717,34919.38725,37305.62915,39550.18908,40716.68076,43108.7687,37988.02953
Sri Lanka,80,-1.303414,0,78,-1.1125633,0,74,-0.88861066,0,77,-0.78119868,0,76,-0.7075156,40.200001,75,-0.69405615,0,79,-0.72436792,0,78,-0.67600954,0,79,-0.58132839,39.700001,77,-0.37838262,0,76,-0.25579768,0,73,-0.27775794,36.099998,79,-0.43801183,0,73,-0.3278611,0,76,-0.386962,38.700001,75,-0.30668446,0,74,-0.23494621,0,77,-0.31280619,0,71,-0.25464952,39.299999,72,-0.33048075,0,74,-0.24856138,0,72,-0.2944113,37.700001,76,-0.39280564,0,3959.264322,4163.142899,4487.442413,4483.270409,4686.491566,5012.386524,5375.052599,5834.70903,6411.820695,6959.844283,7438.70424,7676.830282,8316.305196,9140.504317,10319.39616,10952.89285,11452.47372,11998.20251,12921.05497,13544.51899,14083.68639,14217.46866,13664.22666
Sudan,,,0,,,0,,,0,98,-1.4847282,0,96,-1.4186468,0,97,-1.5484689,0,101,-1.4354548,0,108,-1.9036971,0,111,-1.8279346,0,116,-1.9646887,0,117,-1.8113583,0,120,-2.0062511,35.400002,122,-1.9095026,0,128,-2.1214554,0,128,-1.9254763,0,128,-1.6569892,0,124,-1.3660337,34.200001,124,-1.4859045,0,120,-1.4010524,0,124,-1.5276752,0,121,-1.4232025,0,124,-1.4401768,0,123,-1.4739918,0,2534.319824,2586.206543,2732.028564,2892.32251,3030.687012,3198.496582,3360.796143,3558.002197,3789.271729,3985.380371,4086.007324,3876.257813,3954.468994,4293.562012,3917.820557,3953.738037,4544.037109,4519.487305,4813.868652,4613.950195,4453.767578,4308.421387,4091.842285
Sweden,4,1.825703,0,5,1.7595574,0,4,1.740302,27.200001,4,1.8905008,0,4,1.8499411,25.799999,4,1.839221,25.299999,4,1.9123101,26.1,4,1.8552804,26.799999,4,1.7274863,26.4,5,1.5961916,27.1,5,1.5913409,28.1,5,1.6096401,27.299999,7,1.6683621,27.700001,7,1.651238,27.6,8,1.6653495,27.6,7,1.7139598,28.799999,7,1.703028,28.4,7,1.6594081,29.200001,8,1.5744128,29.6,7,1.6080704,28.799999,9,1.5791767,30,10,1.5754914,29.299999,11,1.5836047,28.9,25888.43883,27471.55827,29623.99119,29933.34453,30926.5056,31816.4701,33858.8045,34244.46502,37727.72488,40910.32369,42158.2957,40279.87701,42221.7582,44608.58026,45432.43197,46312.39238,47184.66913,49103.13343,50430.25282,51947.95425,53521.63064,56404.3002,56140.5524
Switzerland,3,1.8446016,0,3,1.7730747,0,3,1.8064219,33.400002,3,1.9689652,0,2,2.032295,31.700001,3,1.9905236,0,3,1.9825921,0,3,1.9802574,0,3,1.8978915,33.900002,3,1.7598617,34.299999,3,1.7270832,33.799999,3,1.7730982,32.900002,2,1.9338717,32.599998,2,2.0734291,31.700001,2,2.1486666,31.6,2,2.1491361,32.5,2,2.103904,32.5,2,2.1223061,32.299999,2,2.0941923,33,3,2.0834517,32.700001,3,2.0823035,33.099998,3,2.085505,0,3,2.1140347,0,33858.67211,34742.63186,36697.62804,37819.01436,38704.95846,38737.12724,40175.64457,41524.84887,46272.85795,50924.37295,53808.78411,52973.46324,54438.9787,57493.58106,59440.91586,61656.46617,63417.04372,65265.04573,67350.75187,68193.50549,70688.81875,72668.74711,70810.82069
Syrian Arab Republic,82,-1.4143158,0,81,-1.1781185,0,84,-1.2023261,0,87,-1.0912545,0,89,-1.1222941,0,86,-0.96588755,37.5,81,-0.76623386,0,79,-0.68543464,0,81,-0.61204565,0,78,-0.41792172,0,79,-0.29782629,0,72,-0.27413142,0,73,-0.31930909,0,76,-0.42119706,0,75,-0.38380757,0,78,-0.37137097,0,66,-0.023271639,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,,,0,,,0,,,37.299999,,,0,,,0,,,0,99,-1.3135483,0,98,-1.252088,0,97,-1.0780876,0,97,-0.83007318,40.299999,93,-0.68542981,0,94,-0.70027769,0,94,-0.74713773,0,101,-0.8877852,37.799999,96,-0.7841503,0,100,-0.72523314,0,102,-0.76552659,0,110,-0.90687257,0,105,-0.88285005,0,106,-0.91289854,0,82,-0.45137787,40.5,83,-0.51425409,0,85,-0.57461077,0,1074.710693,1113.147217,1156.62793,1220.888062,1293.652222,1370.328247,1472.281006,1587.423706,1695.14209,1807.446411,1894.538574,1957.614746,2052.958496,2193.044434,2067.22168,2160.780029,2206.361084,2301.802734,2418.739014,2457.618408,2571.166992,2687.116455,2694.42627
Thailand,61,-0.50947666,41.5,55,-0.2741161,43.099998,52,-0.046227533,42.799999,45,0.11778582,0,45,0.14704871,41.900002,42,0.17986909,0,38,0.32827049,42.5,38,0.38144469,0,36,0.47772816,41.799999,36,0.61548197,39.799999,32,0.69827878,40.299999,32,0.75154102,39.599998,32,0.79931098,39.400002,29,0.86103195,37.5,28,0.9430058,39.299999,28,0.92969429,37.799999,27,0.98401457,37,26,1.0133774,36,28,0.97096032,36.900002,28,1.0050484,36.5,29,0.97762656,36.400002,28,1.0098742,34.900002,27,0.96647096,35,6565.351326,6884.527656,7281.412781,7631.319331,8153.46134,8835.846909,9564.791425,10198.16013,10952.19941,11769.52507,12111.37185,12018.17363,12988.92968,13284.11978,14586.90662,15090.09836,15143.39573,15466.76063,16231.25449,17008.03842,18093.81978,18760.4124,17810.25075
Togo,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,42.200001,,,0,,,0,86,-0.49176717,0,92,-0.65461797,0,93,-0.71804744,46,98,-0.80874979,0,98,-0.67518783,0,95,-0.58602446,0,95,-0.60420924,43.099998,88,-0.52479362,0,96,-0.75121444,0,98,-0.75467473,42.5,93,-0.68432933,0,92,-0.77299929,0,1303.71243,1316.02847,1297.945854,1302.386711,1337.907298,1418.538761,1404.985341,1346.022786,1384.891425,1365.325809,1407.326987,1453.634814,1519.688182,1607.271891,1630.815193,1696.117351,1767.917521,1860.734811,1915.58503,1972.697196,2072.749612,2161.053625,2179.75656
Tunisia,74,-1.097368,0,76,-1.0734465,0,71,-0.75062442,40.799999,68,-0.52831465,0,65,-0.46897188,0,64,-0.46579042,0,69,-0.43209386,0,67,-0.3995268,37.700001,64,-0.23913091,0,60,-0.004393657,0,58,0.068153709,0,58,0.077052824,0,55,0.14734274,35.799999,51,0.22684048,0,55,0.13223349,0,58,0.16967444,0,52,0.24461539,0,50,0.26946872,32.799999,49,0.25777838,0,48,0.27504,0,48,0.28609559,0,48,0.27128041,0,51,0.15738869,0,5500.896397,5849.127168,6196.743385,6509.908138,6632.818604,7012.839785,7576.978017,8012.211589,8613.620208,9353.557873,9843.913324,10109.96028,10428.54143,10297.42359,10416.94644,10438.94787,10671.9324,10471.21333,10634.50162,10874.94689,11312.23929,11585.15218,10602.52127
Turkiye,52,-0.2152857,0,52,-0.14357471,0,53,-0.060376864,0,51,-0.023688132,0,51,-0.022189816,41.400002,51,-0.088798597,42.200001,50,-0.046519283,41.299999,49,0.081403397,42.599998,46,0.23691158,39.599998,42,0.42721304,38.400002,41,0.48850977,39,38,0.49017161,39,39,0.45573464,38.799999,40,0.44628975,40,40,0.4582192,40.200001,41,0.51448715,40.200001,40,0.55027997,41.200001,40,0.51907468,42.900002,38,0.52295852,41.900002,38,0.55604166,41.400002,38,0.56865847,41.900002,39,0.57305223,41.900002,37,0.59842879,0,8969.441102,8649.614773,9499.571644,9156.526738,9281.087739,9587.557951,10854.4422,11863.85563,13580.72937,14799.37364,15977.79327,15402.87017,17333.20043,19604.09771,20599.64838,22248.05374,23817.97178,25392.28737,26122.1133,27582.83235,27802.54778,27708.43079,27724.38862
Turkmenistan,,,40.799999,,,0,,,0,85,-1.0719665,0,85,-0.93499863,0,91,-1.2523772,0,97,-1.2861617,0,100,-1.328034,0,100,-1.2172548,0,103,-1.0116215,0,103,-0.97013229,0,103,-0.94358319,0,101,-0.89020818,0,109,-1.0138934,0,124,-1.531287,0,130,-1.7075678,0,120,-1.2133932,0,113,-1.0849273,0,107,-0.90486574,0,116,-1.2009348,0,110,-1.0772568,0,109,-1.1000522,0,100,-0.90136963,0,3415.071547,3972.272296,4220.621266,4439.092931,4458.432461,4635.825383,4935.246741,5675.739801,6403.447605,7200.813412,8293.641207,8717.714297,9475.02067,10901.52652,11635.79462,12295.33444,13022.10516,13213.05015,13375.22898,13703.51272,14665.42816,15628.45773,0
Uganda,,,0,,,43,,,0,,,0,,,45.200001,,,0,,,0,,,42.900002,,,0,,,0,83,-0.40219757,0,87,-0.51745903,44.200001,80,-0.46485901,0,86,-0.52590907,0,82,-0.48278919,41,80,-0.38720086,0,77,-0.30253226,0,88,-0.46286741,0,81,-0.4041824,42.799999,90,-0.61979389,0,93,-0.67582279,0,94,-0.69558424,42.700001,99,-0.89117557,0,1035.657787,1098.687716,1123.109496,1171.717419,1254.29859,1320.012354,1405.512288,1497.231228,1660.760428,1795.67184,1932.104554,2017.066703,2094.433582,2271.727824,2030.650958,2038.312988,2121.454381,2171.237146,2141.124329,2128.396869,2239.481676,2345.44067,2365.988411
Ukraine,22,0.77960509,0,25,0.66288131,0,29,0.60741156,0,28,0.63385737,0,28,0.66883987,29,28,0.7320503,28.700001,31,0.59352517,28.9,30,0.63083619,29,35,0.5453968,29.799999,40,0.52108854,27,40,0.490062,26.6,42,0.46152651,25.299999,44,0.38862392,24.799999,39,0.4472636,24.6,42,0.43780902,24.700001,40,0.53525311,24.6,42,0.49396279,24,43,0.44518486,25.5,48,0.30691582,25,49,0.26117471,26,46,0.31849214,26.1,47,0.2830992,26.6,44,0.31263143,25.6,3811.875977,3894.403809,4260.276855,4789.681641,5172.960449,5824.124512,6736.79541,7214.111816,8054.040039,9004.879883,9434.435547,8093.555664,8559.929688,9246.769531,9705.358398,11111.05176,10743.58594,10164.32715,11148.19629,11860.56055,12633.51367,13348.02832,13102.7959
United Arab Emirates,70,-0.96283966,0,67,-0.69764417,0,70,-0.68789274,0,63,-0.39099696,0,67,-0.48439601,0,62,-0.40224782,0,56,-0.20407867,0,59,-0.2351421,0,55,-0.024441006,0,61,-0.033620253,0,70,-0.15487726,0,70,-0.22187878,0,67,-0.20693533,0,64,-0.043416452,0,61,-0.00014994,0,64,0.026354888,32.5,62,0.11876999,0,59,0.11927857,0,57,0.11793318,0,58,0.059286624,0,59,0.047966845,26,56,0.1238374,0,53,0.13883518,0,89110.14439,87692.02493,94015.70919,92431.19149,91407.18412,96633.02264,103821.8314,104732.0537,103625.976,91608.32222,80959.46072,67508.58601,65411.94004,70619.31585,74853.5751,75877.99796,78859.08912,69705.70486,68853.81977,71182.37072,73270.67158,74826.51842,71458.63852
United Kingdom,5,1.7595513,36.599998,4,1.7601416,36.799999,5,1.7343799,38.799999,6,1.8073227,37.099998,6,1.7605747,35.099998,6,1.7228169,34.900002,6,1.7701495,34.799999,6,1.7454097,35.5,7,1.6479335,35.900002,8,1.5389148,34.400002,6,1.5601633,35.400002,7,1.6069354,35.099998,6,1.6753875,33.700001,6,1.679812,33.200001,7,1.6822264,33.099998,9,1.6276934,32.700001,11,1.5567997,33.099998,10,1.5645279,33.299999,11,1.5144197,33.099998,9,1.5839132,32.599998,11,1.5470133,33.700001,9,1.5868645,32.799999,10,1.5851926,32.599998,23707.95423,24514.67863,26541.00882,27892.86138,29090.90922,30349.70269,32073.74911,32747.04985,34751.67375,35546.26471,36771.00799,35094.36471,36578.93121,37260.67197,38332.48151,39975.1903,41285.0644,42597.68296,44255.11207,46104.0554,47202.19961,49288.69311,45872.02729
United States,7,1.6396286,40,7,1.628518,40,7,1.5905493,40.099998,7,1.6489197,40.599998,7,1.6526138,40.400002,7,1.6325427,40.799999,8,1.66243,40.299999,8,1.6465006,41,9,1.5648769,41.400002,10,1.4406736,40.799999,12,1.4128002,40.799999,13,1.4281682,40.599998,11,1.5390619,40,13,1.5153323,40.900002,11,1.5462143,40.900002,13,1.4744054,40.700001,13,1.4972371,41.5,12,1.5122864,41.200001,12,1.4996535,41.099998,12,1.4940251,41.200001,12,1.4306557,41.400002,12,1.4519014,41.5,12,1.4687108,39.700001,32853.67695,34515.39023,36329.95607,37133.62311,37997.75966,39490.27496,41724.63163,44123.40707,46302.00088,48050.22378,48570.04598,47194.94335,48650.64313,50065.9665,51784.41857,53291.12769,55123.84979,56762.72945,57866.74493,59907.75426,62823.30944,65120.39466,63528.6343
Uruguay,35,0.38248619,0,36,0.37123317,0,36,0.27421552,0,42,0.22125281,0,44,0.15786786,0,45,0.095270358,0,44,0.15705098,0,47,0.11834433,0,50,0.14812818,45.900002,51,0.20776007,46.400002,53,0.22694169,45.099998,53,0.20798275,45.5,51,0.23641519,44.5,50,0.25578135,42.200001,52,0.1679973,39.900002,51,0.25182575,40.5,51,0.24691997,40.099998,53,0.1742484,40.099998,53,0.18713582,39.700001,52,0.20674403,39.5,56,0.100133,39.700001,58,0.092367478,39.700001,60,-0.049650595,40.200001,10922.45637,10853.75585,10841.59098,10631.54923,9945.823793,10212.17121,10999.10049,12176.09356,13048.08388,14250.00278,15530.64543,16254.33213,17688.37794,18937.2042,19290.29345,20445.55621,21645.11895,21948.7664,22618.69178,23384.74019,23950.39333,24551.74617,23309.78652
Uzbekistan,56,-0.36173496,44.700001,61,-0.41759485,0,67,-0.5771569,36.099998,73,-0.6157881,0,70,-0.58624035,33,71,-0.59469151,35.299999,78,-0.72143358,0,76,-0.58546352,0,77,-0.54221612,0,84,-0.45489997,0,81,-0.36092085,0,88,-0.53529203,0,89,-0.56892014,0,91,-0.63239741,0,94,-0.64423472,0,96,-0.59590739,0,86,-0.42679501,0,82,-0.40182507,0,85,-0.47998363,0,75,-0.37740856,0,80,-0.41511393,0,81,-0.49004692,0,86,-0.57476896,0,2426.096414,2538.566618,2658.59476,2796.062943,2916.560149,3064.139926,3341.986737,3643.700878,3987.066407,4419.361874,4832.601604,5167.211472,5469.980737,5844.807562,6061.947154,6302.647244,6494.859941,6680.184701,6796.904892,6840.70986,7289.329501,7717.744117,7822.661958
"Venezuela, RB",43,0.029126978,48.099998,43,0.067754686,47.799999,50,-0.025295492,0,50,0.017670587,47.200001,48,0.084840581,49,50,-0.079967722,48.099998,51,-0.048856325,47.5,52,-0.014308129,49.5,61,-0.21714215,44.799999,73,-0.23067881,0,88,-0.50003195,0,89,-0.55051744,0,86,-0.53354526,0,99,-0.83264112,0,102,-0.89508688,0,94,-0.54561949,0,107,-0.84657532,0,96,-0.64312124,0,106,-0.90354794,0,108,-0.97151554,0,109,-1.059101,0,103,-0.92498046,0,101,-0.90354043,0,11946.8376,11171.7256,11622.6067,12064.37702,10968.66769,10137.17807,12103.94211,13543.36548,15094.29176,16600.11919,17550.80994,16859.8308,16581.81882,17402.27566,0,0,0,0,0,0,0,0,0
Viet Nam,81,-1.3172652,0,79,-1.1431713,0,75,-0.89429039,0,81,-0.87953788,0,81,-0.83370632,37,77,-0.73190874,0,74,-0.6044457,36.799999,75,-0.58406705,0,73,-0.36721927,35.799999,68,-0.15995935,0,64,-0.059631407,35.599998,64,-0.07569284,0,62,-0.031657621,39.299999,60,0.043555699,0,58,0.092186816,35.599998,59,0.10350026,0,60,0.14182112,34.799999,62,0.044159271,0,56,0.13723469,35.299999,56,0.071882635,0,57,0.091144048,35.700001,57,0.093025967,0,54,0.1173465,36.799999,2253.395352,2363.732271,2552.682566,2743.48041,2932.062856,3163.509242,3457.79179,3797.045441,4146.951612,4519.044628,4819.011148,5059.341953,5391.168621,5793.929381,6364.978023,6724.635498,7240.73594,7595.686738,8277.684129,9050.688534,9867.667881,10686.80405,11036.00053
"Yemen, Rep.",,,35,,,0,94,-1.7881396,0,97,-1.4134288,0,98,-1.5114479,0,101,-1.7235957,0,105,-1.6697329,0,101,-1.3872465,34.700001,106,-1.4512826,0,109,-1.3314828,0,112,-1.2335339,0,105,-0.99806142,0,108,-1.0887029,0,111,-1.0734872,0,113,-1.1775895,0,115,-1.1751177,0,109,-0.86742091,36.700001,107,-0.82482326,0,109,-0.93448102,0,115,-1.1883901,0,117,-1.2460059,0,121,-1.363389,0,,,0,2558.41861,2617.157003,2763.469847,2854.337844,2933.641255,3022.45206,3142.122148,3327.609613,3435.021444,3536.904858,3626.125524,3679.949027,3895.22361,3370.915185,3258.192678,3437.429536,0,0,0,0,0,0,0
Zambia,,,49.099998,,,0,,,0,,,0,,,42.099998,,,0,92,-1.0221735,54.299999,91,-1.0124679,0,94,-0.93786556,54.599998,93,-0.73513114,0,94,-0.68982285,0,96,-0.7479139,0,96,-0.84523702,52,112,-1.0866228,0,93,-0.61273009,0,85,-0.43552491,0,79,-0.30991146,0,84,-0.41596344,55.900002,90,-0.58221662,0,92,-0.66948563,0,90,-0.61525297,0,86,-0.54658318,0,88,-0.61887991,0,1619.370137,1674.11347,1730.228182,1808.279115,1861.439087,1968.253839,2095.534953,2242.108832,2409.243466,2587.957949,2742.914871,2909.726342,3136.322798,3267.408278,3357.738371,3506.394962,3463.420045,3352.524885,3322.578918,3395.479686,3508.310756,3515.384644,3361.978869
Zimbabwe,54,-0.32311761,0,54,-0.26315168,0,63,-0.28608066,0,65,-0.45818564,0,73,-0.61617744,0,68,-0.56616992,0,65,-0.40148962,0,68,-0.4122012,0,72,-0.36670688,0,80,-0.43980092,0,75,-0.25558928,0,78,-0.35031819,0,84,-0.49394551,0,106,-0.93931901,43.200001,108,-0.96937788,0,106,-0.90846354,0,106,-0.83025926,0,105,-0.7873832,0,103,-0.8550061,0,101,-0.84155595,44.299999,106,-0.95789629,0,104,-0.94543695,50.299999,104,-0.99594873,0,2299.395445,2279.549784,2237.30346,2305.776957,2120.32707,1781.158997,1710.70538,1654.894658,1632.78353,1600.065026,1331.942094,1486.267367,1804.037248,2080.611511,2349.028207,2522.038125,2561.728795,2615.090299,2724.452746,2331.780833,2457.309859,2296.845429,2101.804597